substrate,enzyme,temperature,time,ph,conversion
Lactose,β-Galactosidase,36.75752685731853,64.25629256206162,5.477241402415599,1.0
Glucose,Glucose Oxidase,31.676954003430826,34.77965183442082,5.932234823766686,1.0
Cellulose,Cellulase (TrCel7A),32.628409051568006,20.07160055357531,5.423876353861466,0.5560117430670147
Avicel,Cellulase (CtCel5A),24.38667996728025,28.024912890816083,6.219135037810199,0.6790062168743922
Casein,Protease (Subtilisin),38.10002423182026,8.782634669702594,6.528951314470913,1.0
Polyurethane,PUase (PsEstA),29.02770578087973,51.7947555499704,6.467595388925917,0.0558420266054675
Maltotriose,α-Amylase,36.03788186869523,36.642707255432875,5.537867869429384,1.0
Cellulose,Cellulase (TrCel7A),28.302794786581956,71.60107443001819,5.0592727056665385,0.44155941304895324
Starch,α-Amylase (Bacillus),32.96720135672508,6.927399319753817,5.426424858514891,1.0
PET,PETase (FAST-PETase),42.08934798328361,37.8831948986899,5.759356359888478,0.2554074829125186
Cellulose,Cellulase (TrCel7A),33.49540261275417,65.13594360163556,5.249582556504442,0.687969989581463
Casein,Protease (Subtilisin),30.220880821019,15.798656228208603,6.06066946136023,1.0
Avicel,Cellulase (CtCel5A),30.97214568708239,65.79044908576431,6.488764814611005,1.0
Starch,α-Amylase (Bacillus),30.89316876804566,2.6058633842461423,6.312148722837327,1.0
Avicel,Cellulase (CtCel5A),34.686315768570196,39.995705619198496,5.3800904111845425,1.0
Maltotriose,α-Amylase,36.95906592916162,56.11541388066241,6.225365025898278,1.0
Casein,Protease (Subtilisin),39.347500995183914,28.265255643961087,5.465351939830148,1.0
PET,PETase (FAST-PETase),31.986254960977938,34.339024981014454,5.609709392895138,0.1676595911807696
Starch,α-Amylase (Bacillus),31.77011957028785,39.43562998412352,6.7577847786624226,1.0
Xylan,Xylanase (TlXyn10A),34.14102906832235,7.412114805739208,5.873801427708334,1.0
PET,PETase (FAST-PETase),36.27204951912662,40.04515898667993,5.11371166345682,0.2365709963103536
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.52174200731137,53.59755843782565,6.298952124510787,1.0
PET,PETase (FAST-PETase),43.27267052524253,27.682904671790133,6.214172632492634,0.0529702578159177
Xylan,Xylanase (TlXyn10A),30.31834920853945,15.460231456375812,5.9529732261689245,1.0
Cellulose,Cellulase (TrCel7A),37.5968703776447,54.44777100944513,5.7209760093538415,0.6383678086761198
p-Nitrophenyl-β-D-cellobioside,Cellulase,30.96682221068768,68.77258157346522,5.571775828703585,1.0
Casein,Protease (Subtilisin),25.01255258308367,15.652135760632813,5.195609365874542,1.0
Maltotriose,α-Amylase,34.13838040690519,47.293232924527075,6.093285446536565,1.0
Lignin,Laccase (TrLcc1),44.5212374895038,18.031882771306762,6.2949588631600735,1.0
Casein,Protease (Subtilisin),23.81200576392218,28.925833298341235,6.180794677882185,1.0
Polyurethane,PUase (PsEstA),37.45747237171213,68.32057170993113,5.916202221986792,0.12321297146373719
Avicel,Cellulase (CtCel5A),35.132001452208065,67.20964312037034,5.91133459207152,1.0
Lignin,Laccase (TrLcc1),32.28295731434096,22.201713156518917,5.474566285888471,1.0
Cellulose,Cellulase (TrCel7A),30.785169086146368,2.620465636223733,5.715616737710441,0.2885396528196453
Lactose,β-Galactosidase,41.37719918823622,46.67339837249592,6.568449084711002,1.0
Starch,α-Amylase (Bacillus),35.613917641018766,62.10163892016686,6.825020435958862,1.0
Avicel,Cellulase (CtCel5A),41.06320362338054,1.874257644800143,6.504060860655014,0.25544501399641817
Lignin,Laccase (TrLcc1),34.27820278369581,4.214557991973516,5.858971771264749,1.0
Polyurethane,PUase (PsEstA),29.233426010913977,21.098366299622935,6.661512260092223,0.11803655932659537
Lactose,β-Galactosidase,32.23743637405603,5.533521384661091,5.613496073954862,1.0
Lactose,β-Galactosidase,33.929574672739314,8.899130428663218,6.464533942045248,1.0
Avicel,Cellulase (CtCel5A),43.40999097648904,9.237031438433622,6.427202053326095,0.7360045501574269
Glucose,Glucose Oxidase,35.76122745184268,44.085965663101234,6.123866923772057,1.0
Casein,Protease (Subtilisin),31.93645023760585,61.44134223679274,6.259210288378678,1.0
Casein,Protease (Subtilisin),45.18355991331593,32.650882439602874,6.340659810751303,1.0
Lignin,Laccase (TrLcc1),32.890535497063645,51.08088568298516,6.353217537420451,1.0
PET,PETase (FAST-PETase),30.382774945307546,56.23704862001151,5.890951399499921,0.08119488657773517
Cellulose,Cellulase (TrCel7A),38.15258072198294,51.433831926157076,6.538396039253586,0.6965345657459516
Xylan,Xylanase (TlXyn10A),28.59802959916647,58.94082715252114,6.119717101862989,1.0
Lactose,β-Galactosidase,35.186054717556985,5.831366287745654,5.509705230408621,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.46632795846224,5.200064181842127,6.051650172079992,1.0
Avicel,Cellulase (CtCel5A),38.78490267421388,48.52513094775242,6.435136250481275,1.0
Glucose,Glucose Oxidase,37.77705541806461,56.37276463660568,5.470025957027872,1.0
Lignin,Laccase (TrLcc1),37.6238020966454,4.082605604690983,5.213523461492574,1.0
Maltotriose,α-Amylase,45.40727214604981,63.301718152816846,5.418772014313232,1.0
Avicel,Cellulase (CtCel5A),36.79472529488456,53.90015995106386,6.458290183454754,1.0
Starch,α-Amylase (Bacillus),33.97402688562846,50.27394630365151,6.266365559019435,1.0
PET,PETase (FAST-PETase),39.63282468759667,30.096425394364104,6.046167867859483,0.09165657927926424
Starch,α-Amylase (Bacillus),30.491679715748916,53.899313089915466,5.579084205348883,1.0
Polyurethane,PUase (PsEstA),36.20747379849159,42.71494112201638,6.557312621041132,0.2052567293330349
Lignin,Laccase (TrLcc1),36.32749044581574,34.19350841174134,6.302535123962452,1.0
Xylan,Xylanase (TlXyn10A),30.048381648427444,11.830479444539506,6.290868153809939,1.0
Avicel,Cellulase (CtCel5A),32.94501407402149,25.45541613456541,6.8499249047718616,0.9837981711321249
PET,PETase (FAST-PETase),34.46929117569873,3.7332689577712506,6.567521108927222,0.16282806548516704
Xylan,Xylanase (TlXyn10A),27.332725469572313,37.81945718838137,5.431053852877378,1.0
Cellulose,Cellulase (TrCel7A),42.84451378749277,39.679934272814045,6.111028580033772,0.5494002471525249
p-Nitrophenyl-β-D-cellobioside,Cellulase,42.125060639964296,71.32927994449858,6.033843198116701,1.0
Lactose,β-Galactosidase,40.588498307625215,51.79440956082231,6.142127889948337,1.0
Xylan,Xylanase (TlXyn10A),35.66135193275714,38.32325738479898,6.273969913803282,1.0
PET,PETase (FAST-PETase),30.760971110355996,1.4142474291237692,6.455837883870953,0.022535252975975712
Glucose,Glucose Oxidase,32.271579168898676,10.409664327027222,5.319767857347822,1.0
Xylan,Xylanase (TlXyn10A),36.366352189798306,49.29807815922972,6.403099862540046,1.0
Starch,α-Amylase (Bacillus),33.854381753720965,69.69072004915508,5.732174882304458,1.0
Starch,α-Amylase (Bacillus),37.46634943388234,19.358384744303127,5.906647300984065,1.0
Starch,α-Amylase (Bacillus),36.67222106390993,5.506526409940005,5.779355135062115,1.0
Maltotriose,α-Amylase,35.535031771479716,10.215312099200668,4.9991500716434345,1.0
Avicel,Cellulase (CtCel5A),30.98892983644875,53.641585301828236,5.735327927605888,0.9694195414370878
Cellulose,Cellulase (TrCel7A),32.07108061751867,45.572086674361,6.402974251607841,0.6547163498449752
Lignin,Laccase (TrLcc1),39.22571211182488,51.61089186780868,5.738559824575299,1.0
Polyurethane,PUase (PsEstA),48.65104624846826,45.649239950657325,6.316303975280612,0.03893092944766925
Casein,Protease (Subtilisin),34.512615430049664,58.898510981633244,6.504596317329604,1.0
Casein,Protease (Subtilisin),34.79745722735315,3.8446219095698577,6.58534955875845,1.0
PET,PETase (FAST-PETase),37.57582492554951,33.92385317366228,6.982291888142478,0.22891552955375347
Glucose,Glucose Oxidase,38.404584304895224,70.05395661219265,6.599016510888817,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.121965621582916,42.981024235314905,5.911420619651079,1.0
Maltotriose,α-Amylase,28.70649037855518,37.34003305264791,5.221730386146417,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,35.88596633356487,51.97522900743139,6.21073231708139,1.0
Polyurethane,PUase (PsEstA),39.126334798048205,30.632997253497102,6.544553046665881,0.03340771792335015
Polyurethane,PUase (PsEstA),33.50538656778703,60.54867440845918,6.719930085726291,0.12091040806173947
Glucose,Glucose Oxidase,44.217918114172186,42.423045624714135,4.7842774317695405,1.0
Xylan,Xylanase (TlXyn10A),32.241630177910565,18.09778265822099,6.073752514387102,1.0
Maltotriose,α-Amylase,33.75343542814086,11.576996343134647,5.916295509805043,1.0
Casein,Protease (Subtilisin),26.412620324465202,23.452968902558524,6.3231691165497965,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,41.186699041381516,40.1209603143605,6.212185531446118,1.0
Xylan,Xylanase (TlXyn10A),35.55549186908586,52.948057340583276,5.817980795579011,1.0
Polyurethane,PUase (PsEstA),29.656036358610606,40.7981783012899,6.134794512294089,0.10830521082011994
Maltotriose,α-Amylase,35.40957323054456,47.16916664183684,6.224731746658929,1.0
Lactose,β-Galactosidase,39.19727933795185,37.763195083709526,6.389857818612393,1.0
Avicel,Cellulase (CtCel5A),31.78787562014795,39.83956567373214,5.445937461823769,1.0
Glucose,Glucose Oxidase,34.251538646712184,68.68609794920859,6.531506511361912,1.0
Avicel,Cellulase (CtCel5A),27.87608885542318,28.246189036768087,6.016945609805387,0.7782005569932009
Glucose,Glucose Oxidase,36.11830230006834,15.615270793021331,6.939164610683685,1.0
Polyurethane,PUase (PsEstA),32.68961445583862,39.164313658789474,5.217002028182465,0.07241743963802101
Casein,Protease (Subtilisin),37.0365860263658,60.67621834002917,6.09978079827997,1.0
Lactose,β-Galactosidase,35.09041570635936,60.69148120253552,6.599472291532219,1.0
Maltotriose,α-Amylase,32.87033330256705,45.27992909330236,4.680496795239835,1.0
Avicel,Cellulase (CtCel5A),37.419957678841,45.859623299914794,6.054458929091782,1.0
PET,PETase (FAST-PETase),42.5191741403596,47.368098314758065,6.56906157654532,0.1600709627042893
Lactose,β-Galactosidase,32.6773771118583,69.40237876258315,6.753994130248847,1.0
Glucose,Glucose Oxidase,37.390670868720164,70.28106884273255,5.382704097304568,1.0
Cellulose,Cellulase (TrCel7A),39.03688928851119,65.66297489168377,5.925565928057494,0.7072564610750336
Lactose,β-Galactosidase,34.4610671762009,15.635396724317761,5.020132712728504,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,41.03279111907164,47.049431875924796,6.83066530939713,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,38.685808413960494,30.991625134320937,5.6910950571253744,1.0
Xylan,Xylanase (TlXyn10A),32.369226895539946,8.083578100024829,5.816255472126528,1.0
Polyurethane,PUase (PsEstA),31.661657393192442,23.742856954803976,6.5812674057114835,0.07916433656736335
Maltotriose,α-Amylase,38.610453999977274,6.546947418281496,5.372337649620601,1.0
Cellulose,Cellulase (TrCel7A),28.131592439140626,1.8473268850906592,5.338425000172435,0.0916193190837811
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.29158341161329,62.37021383639236,6.288348667761755,1.0
Starch,α-Amylase (Bacillus),34.404780471344175,13.093104131475036,6.152718007243566,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,31.155732053853562,23.022219785737946,6.236896760600997,1.0
Xylan,Xylanase (TlXyn10A),33.82268208537475,14.496710829167858,6.160474369157509,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,42.31370466003184,5.26161436261171,5.81636780442846,1.0
PET,PETase (FAST-PETase),32.525855732154724,16.79823050383303,6.09526422641442,0.08687382542403545
PET,PETase (FAST-PETase),40.89315175234742,27.421706044959556,6.007436314502683,0.22100961833293506
Glucose,Glucose Oxidase,32.82910324623581,71.54782761259558,6.192273881331315,1.0
Casein,Protease (Subtilisin),41.333291389412125,52.948625195543194,5.206403597896919,1.0
Avicel,Cellulase (CtCel5A),32.62478077895913,5.493965174137732,6.136839803246715,0.6453254058440447
Casein,Protease (Subtilisin),34.69376682674569,61.160763288729335,6.305997138525614,1.0
Starch,α-Amylase (Bacillus),34.98512350629346,5.834167121192186,6.240313684553036,1.0
Maltotriose,α-Amylase,30.286602008613322,53.53750339670343,6.44139155703675,1.0
Casein,Protease (Subtilisin),41.895767370829155,36.253764976169336,5.191968287800272,1.0
Polyurethane,PUase (PsEstA),38.9346805598824,32.29779025366628,6.144738661581785,0.10269848929926198
Lignin,Laccase (TrLcc1),28.727681949655874,31.358181356320934,5.23631358022387,1.0
Avicel,Cellulase (CtCel5A),43.423711730625925,64.51910387008812,6.14177841315122,0.9910059751714465
Starch,α-Amylase (Bacillus),38.228331370346645,1.803277953180503,6.57811789805238,1.0
Polyurethane,PUase (PsEstA),26.15262652720247,70.4128116158723,6.120989295542132,0.047776005064607066
Lignin,Laccase (TrLcc1),36.99159109221589,53.464679907307854,5.747777449471781,1.0
Starch,α-Amylase (Bacillus),31.218514759978945,22.436820750883374,6.44588030603369,1.0
Xylan,Xylanase (TlXyn10A),33.963753702003224,56.19739877514036,6.052114708279279,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,39.27821612946965,62.85941142222261,6.26803809992161,1.0
Cellulose,Cellulase (TrCel7A),39.33529838156673,34.47538937423522,6.806379217399536,0.6555272439226342
Xylan,Xylanase (TlXyn10A),37.837442219874575,39.94927880834907,6.273123721057012,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,37.98860470451389,29.951461607206603,6.074467774714442,1.0
Polyurethane,PUase (PsEstA),38.81547671704112,24.01870965139191,6.341664158325547,0.10947252892243042
Lactose,β-Galactosidase,30.024931343926884,1.6139471557068807,6.160361406233406,1.0
Lactose,β-Galactosidase,24.29411513575646,68.19363480498518,5.450608466792632,1.0
Starch,α-Amylase (Bacillus),32.434130650503114,32.97044611611878,5.31109546856432,1.0
PET,PETase (FAST-PETase),26.535644648377875,19.189627197900617,6.21093514515073,0.0879720806617161
Polyurethane,PUase (PsEstA),39.12946727921807,10.229852441689951,5.567669845842476,0.015284604712552961
p-Nitrophenyl-β-D-cellobioside,Cellulase,47.83101663351272,58.729224868508446,5.83673962595757,1.0
Maltotriose,α-Amylase,45.18435278259569,25.80548692658865,5.941206118586429,1.0
Lactose,β-Galactosidase,30.926736005500597,37.46061925572395,5.543565020840062,1.0
Lignin,Laccase (TrLcc1),32.7109528126282,32.158291901502565,6.1818250136075665,1.0
Lignin,Laccase (TrLcc1),19.32541209318537,48.925149189891826,5.188760289596208,1.0
Casein,Protease (Subtilisin),32.17841599876913,58.00126820691972,6.0494733386872745,1.0
Starch,α-Amylase (Bacillus),28.745454506594754,56.62055713162816,6.608189444519223,1.0
Polyurethane,PUase (PsEstA),38.9459350064569,57.60030878804849,5.860922254593891,0.1227841184886557
Maltotriose,α-Amylase,29.746226404405427,27.66755734729732,6.445649696499328,1.0
Lactose,β-Galactosidase,28.933564069097145,3.12315320948097,5.605618439634956,1.0
Xylan,Xylanase (TlXyn10A),42.50404044808737,29.777644417041262,6.01009572536284,1.0
Cellulose,Cellulase (TrCel7A),35.19357997865148,64.61727892379783,6.587305676422785,0.7522323004423778
Lignin,Laccase (TrLcc1),44.60002844072196,63.95076797126825,6.450732373688658,1.0
Lignin,Laccase (TrLcc1),44.469840853038036,39.203160770268745,5.62647227116571,1.0
Glucose,Glucose Oxidase,42.923431551989054,48.09122938043128,5.596940933435043,1.0
Polyurethane,PUase (PsEstA),35.6580155602194,33.48623317787831,5.507331162218414,0.1752497234124622
Glucose,Glucose Oxidase,32.457410738336485,7.887958970720428,6.262096186641099,1.0
Polyurethane,PUase (PsEstA),39.75975538787125,26.515824552469006,6.642768094269136,0.09645894647263364
PET,PETase (FAST-PETase),38.77872466926648,42.68096657992938,5.671748057716972,0.1048481571733291
PET,PETase (FAST-PETase),29.180987393112154,47.447211162378004,6.4559219022452226,0.11765896719796423
Starch,α-Amylase (Bacillus),33.88980107717572,43.11273314683938,4.966844132991,1.0
Xylan,Xylanase (TlXyn10A),34.500036669118394,66.57117111433512,6.397316233009968,1.0
Lignin,Laccase (TrLcc1),34.08765427161515,29.052646312229854,6.547107833408239,1.0
Cellulose,Cellulase (TrCel7A),35.61217084044344,66.01924434355527,6.3912255777267095,0.7589243208186638
Glucose,Glucose Oxidase,43.08116160741577,46.992197576590144,6.510519172094046,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,40.780797036201484,46.66238547490133,5.405672333972015,1.0
Lactose,β-Galactosidase,27.412789191518787,64.80738632045752,6.671411387713931,1.0
Lactose,β-Galactosidase,28.890089956309314,63.43834926340182,6.7039121388974054,1.0
Xylan,Xylanase (TlXyn10A),30.4408179545253,15.327066304771934,5.262956743136011,1.0
PET,PETase (FAST-PETase),29.656237727159784,38.63194782842239,6.773950779078767,0.14810519893037846
Lactose,β-Galactosidase,29.48655192800547,45.28714902722114,5.348188617902445,1.0
Polyurethane,PUase (PsEstA),35.16457290727458,64.70396007449534,6.011472416368378,0.06261222820472552
Glucose,Glucose Oxidase,39.43497619911441,38.882929129636985,6.162872531593183,1.0
Starch,α-Amylase (Bacillus),31.54707557109559,43.96082247227229,6.284236118500182,1.0
Lactose,β-Galactosidase,23.36632973175495,64.29137925005635,5.514908997385977,1.0
Polyurethane,PUase (PsEstA),31.952545898301974,23.684324326238514,5.74678306405086,0.07085558449584668
PET,PETase (FAST-PETase),39.17250201302601,71.09949562208966,5.616344841188122,0.21819087586375027
Glucose,Glucose Oxidase,32.23447681014947,15.47207783554768,6.2153248341471174,1.0
Avicel,Cellulase (CtCel5A),37.26180627183943,27.144422606371556,5.716324273382165,1.0
Casein,Protease (Subtilisin),34.146065223668465,14.244348463286993,6.725614238973527,1.0
Xylan,Xylanase (TlXyn10A),27.261428963221608,63.67470634802802,5.416932097792009,1.0
Xylan,Xylanase (TlXyn10A),28.768048804304883,29.382157499894223,5.379038061666122,1.0
Lignin,Laccase (TrLcc1),35.979863392460246,61.34384016652746,6.694801371157238,1.0
Avicel,Cellulase (CtCel5A),35.87833881532467,5.1786904135797,6.611293786952727,0.6848087977620517
Starch,α-Amylase (Bacillus),36.651354425683024,62.9907442462422,5.197782603947444,1.0
Cellulose,Cellulase (TrCel7A),34.20517121401115,28.073401206021753,6.696719333284892,0.6833901529947723
Avicel,Cellulase (CtCel5A),29.417004355819927,67.32054780729679,5.73282770069068,0.8113510488730352
Starch,α-Amylase (Bacillus),31.52664347121848,31.66399845197311,4.823532183411173,1.0
Lignin,Laccase (TrLcc1),30.450263569068124,6.629996672421671,6.086013575104512,1.0
Starch,α-Amylase (Bacillus),31.14744448535216,24.81394045609406,6.508310907378693,1.0
Cellulose,Cellulase (TrCel7A),40.23220879316291,15.347135673903136,6.155188878719173,0.581437664142763
Cellulose,Cellulase (TrCel7A),31.32247313647253,37.672970952432436,5.985574058348412,0.597057052623984
Avicel,Cellulase (CtCel5A),43.98709978496413,47.29445815491113,5.855424599856096,0.9201349424288686
Starch,α-Amylase (Bacillus),35.62510207557091,65.1928749850539,7.218122058998217,1.0
Lignin,Laccase (TrLcc1),28.380057268533,67.44865590360968,6.165028987386039,1.0
Cellulose,Cellulase (TrCel7A),35.90666585954855,56.281300983841255,7.247234521876859,0.6927115707461792
Lignin,Laccase (TrLcc1),30.66221613779556,47.15188095429192,6.3092975575225205,1.0
Xylan,Xylanase (TlXyn10A),34.096719240931044,36.80774881347477,4.879297607356531,1.0
Avicel,Cellulase (CtCel5A),35.07278303024488,10.022497046049626,6.046902089660833,0.9727187434667842
Polyurethane,PUase (PsEstA),40.3316100808452,45.50726097358338,5.697197115137059,0.13048569223238618
Xylan,Xylanase (TlXyn10A),34.237914855382826,28.290898953309444,6.129137778313379,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,31.883586392964148,39.526673990122895,5.003776296440575,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,39.91039823927878,59.58951683173962,6.121751293816765,1.0
Xylan,Xylanase (TlXyn10A),39.628099961196,17.437475108065318,6.084825329472514,1.0
Glucose,Glucose Oxidase,38.96215822284698,14.548094421618817,5.217186981234676,1.0
Lactose,β-Galactosidase,38.48832715901287,30.080779237225926,6.338729169175174,1.0
Avicel,Cellulase (CtCel5A),32.48271603749901,37.63519708261121,6.766140367049171,0.9027314842895916
p-Nitrophenyl-β-D-cellobioside,Cellulase,26.228752400425165,67.70509595687211,6.519859431502899,1.0
Casein,Protease (Subtilisin),34.181062770966605,42.54604992858355,6.099699306986875,1.0
Polyurethane,PUase (PsEstA),33.46386201299297,33.67336187387918,5.553395733547197,0.05082994850824296
PET,PETase (FAST-PETase),29.19477734464277,61.61177831652235,5.958139759317174,0.12395813738949227
Xylan,Xylanase (TlXyn10A),44.27794901267082,53.1255812347423,6.519927597767269,1.0
Starch,α-Amylase (Bacillus),35.50409596564429,12.275153501329514,6.29920209003054,1.0
Glucose,Glucose Oxidase,39.614525826251324,15.50701667679743,5.748524373772116,1.0
Polyurethane,PUase (PsEstA),31.19293934615365,23.84023327779067,4.829161350689308,0.12671863386924426
Lactose,β-Galactosidase,41.00681997777366,51.99799650176889,6.290675985937148,1.0
Casein,Protease (Subtilisin),36.934505312514034,26.461031269100193,5.535154336507429,1.0
Maltotriose,α-Amylase,44.86698180021183,28.983347697292306,5.518394252576555,1.0
Polyurethane,PUase (PsEstA),40.944360269837105,48.661693586072694,6.384651409335976,0.16107064720972714
Lactose,β-Galactosidase,34.984290256574994,33.06364095521322,5.324165462947825,1.0
Polyurethane,PUase (PsEstA),23.728303530734284,29.487432643430875,5.9086337423071,0.058907398676824645
PET,PETase (FAST-PETase),30.757128206391556,59.8651461578714,6.343118515058331,0.14047667517178203
Avicel,Cellulase (CtCel5A),39.66978258875902,23.63284968993579,5.200070109097904,1.0
PET,PETase (FAST-PETase),39.20636449757303,23.57235672455725,5.557214692672185,0.189789701472728
Polyurethane,PUase (PsEstA),33.026213333592786,69.69588208356565,6.546408124638469,0.05553133797686405
Xylan,Xylanase (TlXyn10A),43.8693055634819,26.672094464813323,6.600053790522133,1.0
Lactose,β-Galactosidase,26.614994647219767,32.775573780414675,6.520823835162835,1.0
Cellulose,Cellulase (TrCel7A),32.10818395225657,53.68010793671302,5.646172467872879,0.5242089587510678
Avicel,Cellulase (CtCel5A),31.200692108624406,22.033399733240085,5.847425319774878,0.9525534385377622
p-Nitrophenyl-β-D-cellobioside,Cellulase,31.85363191159595,37.34789012620025,5.9595742352261825,1.0
Casein,Protease (Subtilisin),32.88609631201808,67.63791569407725,5.436117726110505,1.0
Casein,Protease (Subtilisin),31.728562493884386,25.1790304171112,4.600186444689391,1.0
PET,PETase (FAST-PETase),34.56809404457892,20.677314090940534,5.889615990137467,0.21219723138775778
PET,PETase (FAST-PETase),35.69695758466821,26.542223504369996,5.646704279161977,0.24631946701853405
Casein,Protease (Subtilisin),30.964621540672063,22.16467143898946,7.002566808626781,1.0
Casein,Protease (Subtilisin),36.84223293689038,56.85106821244182,6.180544957771694,1.0
Casein,Protease (Subtilisin),38.42453403819438,63.364396305377745,5.977768532102553,1.0
Lactose,β-Galactosidase,38.229302182596705,44.66225981259592,6.055922910010797,1.0
Glucose,Glucose Oxidase,39.944249718028935,18.718750997903793,6.107506279732943,1.0
PET,PETase (FAST-PETase),38.081825730633106,71.04431195092737,6.187375716784721,0.2526430837853562
Starch,α-Amylase (Bacillus),31.916413019198632,59.861060023051614,5.19551254958567,1.0
Lignin,Laccase (TrLcc1),36.79156861024561,26.4133826888959,6.842485869878743,1.0
Xylan,Xylanase (TlXyn10A),40.909157966282365,39.6188628680937,5.017862127324782,1.0
Polyurethane,PUase (PsEstA),31.601355232996703,46.23791497656714,5.967853884247632,0.1327701928408161
Starch,α-Amylase (Bacillus),28.618190693521925,34.07431774393215,6.0584342848310975,1.0
Cellulose,Cellulase (TrCel7A),32.721639295931865,25.12607318622604,5.826314750065836,0.6122471317958919
Lactose,β-Galactosidase,28.531339406925788,30.968542328015786,6.333009135817062,1.0
Polyurethane,PUase (PsEstA),34.00212471148443,41.554628797987256,6.145925781463014,0.1608692837961517
Starch,α-Amylase (Bacillus),29.449616598836492,40.08659032114251,6.089537329103135,1.0
Starch,α-Amylase (Bacillus),30.67196039004001,68.6321050882459,5.471077512354178,1.0
Glucose,Glucose Oxidase,41.31428299897341,34.080069832076326,6.23492302548562,1.0
Xylan,Xylanase (TlXyn10A),32.23950615759372,9.937799706711415,6.440492737826965,1.0
Glucose,Glucose Oxidase,33.13679034797867,34.33184408561576,6.0719957454105264,1.0
Cellulose,Cellulase (TrCel7A),33.46579402015021,54.61172937289458,6.131344404680301,0.7491329615317592
Lactose,β-Galactosidase,34.08418551073209,35.80255789878303,5.260326205491671,1.0
Cellulose,Cellulase (TrCel7A),33.59099862787303,44.10394017476923,5.795479697221772,0.6305761519251584
Cellulose,Cellulase (TrCel7A),26.212580993740538,52.44250127336162,6.37072141538391,0.4215506403796975
Maltotriose,α-Amylase,27.89056260417333,69.46154340537707,6.43643223454508,1.0
Cellulose,Cellulase (TrCel7A),41.93877420838642,52.387190548458115,6.44892859737373,0.611714718756962
Avicel,Cellulase (CtCel5A),35.83947435922611,41.94265553399496,5.820284794744363,1.0
Lactose,β-Galactosidase,38.540170535852376,36.1888606211563,5.056029596399512,1.0
Glucose,Glucose Oxidase,33.99582101615172,55.374787625086604,6.988785297761245,1.0
Lactose,β-Galactosidase,40.51425653436773,57.453792600122156,5.532031022198041,1.0
Polyurethane,PUase (PsEstA),38.96684323351918,36.32686542628254,6.027018902687449,0.16389158107533802
Maltotriose,α-Amylase,31.208297232941135,31.324925106770472,5.621699718325099,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,35.16035486558533,3.439684867287569,6.65533569291845,1.0
Lignin,Laccase (TrLcc1),36.46167225817711,15.899945564783819,5.770169718485445,1.0
Lignin,Laccase (TrLcc1),39.10159711652053,52.306116854139624,5.89116500326449,1.0
Xylan,Xylanase (TlXyn10A),38.69785438615933,41.20690653752556,6.075648047412675,1.0
PET,PETase (FAST-PETase),34.317876365900126,68.95204769460192,6.161389675084048,0.23393142937246292
Xylan,Xylanase (TlXyn10A),25.022782964863318,38.20936214301251,5.835563507766577,1.0
Xylan,Xylanase (TlXyn10A),43.07458196677991,15.064068166814916,5.652144853292462,1.0
Casein,Protease (Subtilisin),35.46139708182005,22.54890729693552,5.580136889447276,1.0
Lactose,β-Galactosidase,34.68112067660019,12.003595393706966,6.407991431249215,1.0
Lignin,Laccase (TrLcc1),32.98244721835906,22.13603484568081,5.648656814249773,1.0
Starch,α-Amylase (Bacillus),38.75807460923184,38.05555538650927,6.98346959575228,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,39.09077200914576,18.872605570210073,5.954819973986022,1.0
Lignin,Laccase (TrLcc1),41.93165714976568,23.595567999869196,6.37845023024518,1.0
Lignin,Laccase (TrLcc1),34.078329494389855,1.4520562325393611,6.133783624962982,1.0
Maltotriose,α-Amylase,33.985915569558145,34.81315850591115,5.700556191151911,1.0
Casein,Protease (Subtilisin),27.519205867576822,8.919687787864696,5.9388058638509476,1.0
Xylan,Xylanase (TlXyn10A),33.07183213824613,30.67417012977758,5.785552340999155,1.0
PET,PETase (FAST-PETase),27.563319191644666,33.02864919998715,5.559581947420913,0.06022466317571595
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.024139695768994,42.169944550316856,6.1569207747394925,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,37.506164569512634,55.79432758014985,6.261747602398968,1.0
Avicel,Cellulase (CtCel5A),36.53079783839845,65.73243478428543,5.972512265754949,1.0
PET,PETase (FAST-PETase),40.111377853174254,43.07631428320225,5.489474836223896,0.16929492746313937
Starch,α-Amylase (Bacillus),33.149648615027395,54.35420672395895,6.095294725610035,1.0
